year,round,race_name,driver_id,stop_number,lap,duration_s
2016,1,Australian Grand Prix,kevin_magnussen,1,1,27.831
2016,1,Australian Grand Prix,sainz,1,8,22.414
2016,1,Australian Grand Prix,nasr,1,10,22.701
2016,1,Australian Grand Prix,massa,1,11,21.55
2016,1,Australian Grand Prix,wehrlein,1,11,26.206
2016,1,Australian Grand Prix,ericsson,1,11,22.357
2016,1,Australian Grand Prix,rosberg,1,12,21.531
2016,1,Australian Grand Prix,ricciardo,1,12,22.245
2016,1,Australian Grand Prix,alonso,1,12,21.796
2016,1,Australian Grand Prix,jolyon_palmer,1,12,23.286
2016,1,Australian Grand Prix,haryanto,1,12,23.224
2016,1,Australian Grand Prix,vettel,1,13,21.339
2016,1,Australian Grand Prix,max_verstappen,1,13,22.303
2016,1,Australian Grand Prix,button,1,15,22.616
2016,1,Australian Grand Prix,raikkonen,1,16,22.508
2016,1,Australian Grand Prix,hamilton,1,16,21.94
2016,1,Australian Grand Prix,hulkenberg,1,16,22.167
2016,1,Australian Grand Prix,perez,1,16,24.719
2016,1,Australian Grand Prix,bottas,1,17,21.376
2016,1,Australian Grand Prix,kevin_magnussen,2,16,22.079
2016,1,Australian Grand Prix,vettel,2,18,
2016,1,Australian Grand Prix,rosberg,2,18,
2016,1,Australian Grand Prix,raikkonen,2,18,
2016,1,Australian Grand Prix,ricciardo,2,18,
2016,1,Australian Grand Prix,max_verstappen,2,18,
2016,1,Australian Grand Prix,sainz,2,18,
2016,1,Australian Grand Prix,hamilton,2,18,
2016,1,Australian Grand Prix,massa,2,18,
2016,1,Australian Grand Prix,grosjean,1,18,
2016,1,Australian Grand Prix,hulkenberg,2,18,
2016,1,Australian Grand Prix,bottas,2,18,
2016,1,Australian Grand Prix,jolyon_palmer,2,18,
2016,1,Australian Grand Prix,perez,2,18,
2016,1,Australian Grand Prix,ericsson,2,18,
2016,1,Australian Grand Prix,button,2,18,
2016,1,Australian Grand Prix,nasr,2,18,
2016,1,Australian Grand Prix,wehrlein,2,18,
2016,1,Australian Grand Prix,kevin_magnussen,3,17,
2016,1,Australian Grand Prix,ericsson,3,27,16.936
2016,1,Australian Grand Prix,button,3,30,21.837
2016,1,Australian Grand Prix,sainz,3,31,22.392
2016,1,Australian Grand Prix,max_verstappen,3,32,29.066
2016,1,Australian Grand Prix,wehrlein,3,32,23.895
2016,1,Australian Grand Prix,vettel,3,35,24.548
2016,1,Australian Grand Prix,ricciardo,3,42,21.981
2016,2,Bahrain Grand Prix,hulkenberg,1,1,31.931
2016,2,Bahrain Grand Prix,perez,1,2,30.326
2016,2,Bahrain Grand Prix,sainz,1,2,28.401
2016,2,Bahrain Grand Prix,ricciardo,1,6,24.541
2016,2,Bahrain Grand Prix,massa,1,7,24.093
2016,2,Bahrain Grand Prix,bottas,1,8,24.944
2016,2,Bahrain Grand Prix,gutierrez,1,8,32.793
2016,2,Bahrain Grand Prix,vandoorne,1,9,24.604
2016,2,Bahrain Grand Prix,bottas,2,9,19.369
2016,2,Bahrain Grand Prix,max_verstappen,1,10,25.81
2016,2,Bahrain Grand Prix,nasr,1,10,26.246
2016,2,Bahrain Grand Prix,grosjean,1,11,25.739
2016,2,Bahrain Grand Prix,wehrlein,1,11,26.236
2016,2,Bahrain Grand Prix,raikkonen,1,12,24.72
2016,2,Bahrain Grand Prix,kevin_magnussen,1,12,26.876
2016,2,Bahrain Grand Prix,haryanto,1,12,26.382
2016,2,Bahrain Grand Prix,rosberg,1,13,24.934
2016,2,Bahrain Grand Prix,hamilton,1,13,24.512
2016,2,Bahrain Grand Prix,ericsson,1,13,24.775
2016,2,Bahrain Grand Prix,perez,2,14,25.068
2016,2,Bahrain Grand Prix,kvyat,1,16,24.419
2016,2,Bahrain Grand Prix,hulkenberg,2,16,24.93
2016,2,Bahrain Grand Prix,sainz,2,20,34.978
2016,2,Bahrain Grand Prix,ricciardo,2,24,26.631
2016,2,Bahrain Grand Prix,kevin_magnussen,2,24,24.383
2016,2,Bahrain Grand Prix,vandoorne,2,25,24.682
2016,2,Bahrain Grand Prix,max_verstappen,2,26,25.594
2016,2,Bahrain Grand Prix,grosjean,2,27,26.151
2016,2,Bahrain Grand Prix,hamilton,2,28,25.03
2016,2,Bahrain Grand Prix,raikkonen,2,29,25.222
2016,2,Bahrain Grand Prix,massa,2,29,24.236
2016,2,Bahrain Grand Prix,ericsson,2,29,25.363
2016,2,Bahrain Grand Prix,wehrlein,2,29,25.547
2016,2,Bahrain Grand Prix,rosberg,2,30,27.226
2016,2,Bahrain Grand Prix,nasr,2,30,25.491
2016,2,Bahrain Grand Prix,haryanto,2,31,28.12
2016,2,Bahrain Grand Prix,kvyat,2,34,24.661
2016,2,Bahrain Grand Prix,bottas,3,34,26.11
2016,2,Bahrain Grand Prix,hulkenberg,3,35,24.734
2016,2,Bahrain Grand Prix,raikkonen,3,37,25.257
2016,2,Bahrain Grand Prix,perez,3,37,24.517
2016,2,Bahrain Grand Prix,kevin_magnussen,3,38,24.341
2016,2,Bahrain Grand Prix,rosberg,3,39,25.761
2016,2,Bahrain Grand Prix,grosjean,3,40,30.063
2016,2,Bahrain Grand Prix,hamilton,3,41,24.524
2016,2,Bahrain Grand Prix,vandoorne,3,41,25.316
2016,2,Bahrain Grand Prix,wehrlein,3,41,25.419
2016,2,Bahrain Grand Prix,ricciardo,3,42,24.879
2016,2,Bahrain Grand Prix,kvyat,3,44,24.224
2016,2,Bahrain Grand Prix,haryanto,3,44,25.517
2016,2,Bahrain Grand Prix,max_verstappen,3,46,25.129
2016,2,Bahrain Grand Prix,nasr,3,47,25.66
2016,2,Bahrain Grand Prix,hulkenberg,4,51,26.595
2016,3,Chinese Grand Prix,grosjean,1,1,58.563
2016,3,Chinese Grand Prix,raikkonen,1,1,31.134
2016,3,Chinese Grand Prix,hamilton,1,1,29.322
2016,3,Chinese Grand Prix,nasr,1,1,36.854
2016,3,Chinese Grand Prix,ricciardo,1,3,24.392
2016,3,Chinese Grand Prix,kvyat,1,4,24.084
2016,3,Chinese Grand Prix,perez,1,4,23.215
2016,3,Chinese Grand Prix,vettel,1,4,30.115
2016,3,Chinese Grand Prix,hulkenberg,1,4,27.683
2016,3,Chinese Grand Prix,sainz,1,4,25.754
2016,3,Chinese Grand Prix,button,1,4,24.072
2016,3,Chinese Grand Prix,bottas,1,4,22.682
2016,3,Chinese Grand Prix,max_verstappen,1,4,30.034
2016,3,Chinese Grand Prix,ericsson,1,4,23.955
2016,3,Chinese Grand Prix,kevin_magnussen,1,4,23.158
2016,3,Chinese Grand Prix,hamilton,2,5,25.179
2016,3,Chinese Grand Prix,hamilton,3,6,22.301
2016,3,Chinese Grand Prix,raikkonen,2,14,23.296
2016,3,Chinese Grand Prix,wehrlein,1,15,26.969
2016,3,Chinese Grand Prix,jolyon_palmer,1,15,22.799
2016,3,Chinese Grand Prix,alonso,1,16,22.874
2016,3,Chinese Grand Prix,vettel,2,17,22.276
2016,3,Chinese Grand Prix,hulkenberg,2,17,23.867
2016,3,Chinese Grand Prix,perez,2,18,22.485
2016,3,Chinese Grand Prix,haryanto,1,18,23.183
2016,3,Chinese Grand Prix,kvyat,2,19,22.607
2016,3,Chinese Grand Prix,massa,1,19,22.124
2016,3,Chinese Grand Prix,sainz,2,19,22.832
2016,3,Chinese Grand Prix,ricciardo,2,19,22.461
2016,3,Chinese Grand Prix,gutierrez,1,19,23.878
2016,3,Chinese Grand Prix,rosberg,1,20,22.831
2016,3,Chinese Grand Prix,max_verstappen,2,20,23.744
2016,3,Chinese Grand Prix,kevin_magnussen,2,20,23.257
2016,3,Chinese Grand Prix,grosjean,2,20,24.615
2016,3,Chinese Grand Prix,nasr,2,20,23.735
2016,3,Chinese Grand Prix,bottas,2,21,22.63
2016,3,Chinese Grand Prix,hamilton,4,21,22.626
2016,3,Chinese Grand Prix,jolyon_palmer,2,24,23.28
2016,3,Chinese Grand Prix,hulkenberg,3,26,29.57
2016,3,Chinese Grand Prix,button,2,27,23.029
2016,3,Chinese Grand Prix,wehrlein,2,27,24.104
2016,3,Chinese Grand Prix,perez,3,28,22.351
2016,3,Chinese Grand Prix,ericsson,2,28,23.563
2016,3,Chinese Grand Prix,haryanto,2,28,24.635
2016,3,Chinese Grand Prix,bottas,3,30,22.747
2016,3,Chinese Grand Prix,hamilton,5,30,22.698
2016,3,Chinese Grand Prix,massa,2,31,23.349
2016,3,Chinese Grand Prix,alonso,2,32,22.927
2016,3,Chinese Grand Prix,sainz,3,33,24.269
2016,3,Chinese Grand Prix,grosjean,3,33,23.342
2016,3,Chinese Grand Prix,gutierrez,2,34,22.963
2016,3,Chinese Grand Prix,kvyat,3,35,22.684
2016,3,Chinese Grand Prix,vettel,3,35,22.35
2016,3,Chinese Grand Prix,kevin_magnussen,3,35,22.677
2016,3,Chinese Grand Prix,rosberg,2,36,23.559
2016,3,Chinese Grand Prix,ricciardo,3,37,22.426
2016,3,Chinese Grand Prix,raikkonen,3,37,22.832
2016,3,Chinese Grand Prix,jolyon_palmer,3,38,24.099
2016,3,Chinese Grand Prix,max_verstappen,3,39,23.13
2016,3,Chinese Grand Prix,nasr,3,40,25.357
2016,3,Chinese Grand Prix,haryanto,3,40,24.369
2016,3,Chinese Grand Prix,gutierrez,3,43,23.07
2016,3,Chinese Grand Prix,wehrlein,3,43,24.274
2016,3,Chinese Grand Prix,button,3,44,22.51
2016,3,Chinese Grand Prix,grosjean,4,44,23.284
2016,3,Chinese Grand Prix,hulkenberg,4,46,22.79
2016,4,Russian Grand Prix,kvyat,1,1,41.282
2016,4,Russian Grand Prix,ricciardo,1,1,47.763
2016,4,Russian Grand Prix,ericsson,1,1,30.529
2016,4,Russian Grand Prix,perez,1,1,32.8
2016,4,Russian Grand Prix,gutierrez,1,1,40.169
2016,4,Russian Grand Prix,kvyat,2,8,38.906
2016,4,Russian Grand Prix,gutierrez,2,9,25.037
2016,4,Russian Grand Prix,sainz,1,11,30.805
2016,4,Russian Grand Prix,nasr,1,12,30.259
2016,4,Russian Grand Prix,wehrlein,1,13,31.433
2016,4,Russian Grand Prix,jolyon_palmer,1,14,30.805
2016,4,Russian Grand Prix,bottas,1,16,29.841
2016,4,Russian Grand Prix,kevin_magnussen,1,16,30.585
2016,4,Russian Grand Prix,hamilton,1,17,30.001
2016,4,Russian Grand Prix,grosjean,1,17,31.42
2016,4,Russian Grand Prix,massa,1,18,29.551
2016,4,Russian Grand Prix,raikkonen,1,20,30.498
2016,4,Russian Grand Prix,button,1,20,30.58
2016,4,Russian Grand Prix,rosberg,1,21,29.709
2016,4,Russian Grand Prix,alonso,1,21,29.751
2016,4,Russian Grand Prix,max_verstappen,1,22,30.553
2016,4,Russian Grand Prix,perez,2,27,30.4
2016,4,Russian Grand Prix,ericsson,2,28,30.433
2016,4,Russian Grand Prix,ricciardo,2,29,31.205
2016,4,Russian Grand Prix,wehrlein,2,39,57.151
2016,4,Russian Grand Prix,massa,2,46,30.065
2016,5,Spanish Grand Prix,massa,1,8,21.384
2016,5,Spanish Grand Prix,perez,1,9,22.679
2016,5,Spanish Grand Prix,kvyat,1,9,23.277
2016,5,Spanish Grand Prix,ericsson,1,9,22.84
2016,5,Spanish Grand Prix,sainz,1,10,22.874
2016,5,Spanish Grand Prix,button,1,10,22.28
2016,5,Spanish Grand Prix,hulkenberg,1,10,22.176
2016,5,Spanish Grand Prix,kevin_magnussen,1,10,22.843
2016,5,Spanish Grand Prix,ricciardo,1,11,21.738
2016,5,Spanish Grand Prix,alonso,1,11,21.795
2016,5,Spanish Grand Prix,jolyon_palmer,1,11,23.283
2016,5,Spanish Grand Prix,wehrlein,1,11,24.554
2016,5,Spanish Grand Prix,max_verstappen,1,12,22.369
2016,5,Spanish Grand Prix,raikkonen,1,12,22.107
2016,5,Spanish Grand Prix,bottas,1,12,21.856
2016,5,Spanish Grand Prix,nasr,1,12,22.976
2016,5,Spanish Grand Prix,vettel,1,15,21.643
2016,5,Spanish Grand Prix,grosjean,1,15,23.187
2016,5,Spanish Grand Prix,gutierrez,1,16,23.206
2016,5,Spanish Grand Prix,haryanto,1,22,28.753
2016,5,Spanish Grand Prix,ericsson,2,24,23.122
2016,5,Spanish Grand Prix,massa,2,25,22.568
2016,5,Spanish Grand Prix,kvyat,2,25,22.234
2016,5,Spanish Grand Prix,ricciardo,2,28,22.104
2016,5,Spanish Grand Prix,vettel,2,29,22.617
2016,5,Spanish Grand Prix,grosjean,2,29,22.844
2016,5,Spanish Grand Prix,gutierrez,2,30,22.43
2016,5,Spanish Grand Prix,kevin_magnussen,2,30,23.165
2016,5,Spanish Grand Prix,jolyon_palmer,2,33,22.397
2016,5,Spanish Grand Prix,wehrlein,2,33,24.387
2016,5,Spanish Grand Prix,max_verstappen,2,34,22.348
2016,5,Spanish Grand Prix,raikkonen,2,35,22.169
2016,5,Spanish Grand Prix,perez,2,35,21.918
2016,5,Spanish Grand Prix,button,2,36,22.59
2016,5,Spanish Grand Prix,nasr,2,36,23.09
2016,5,Spanish Grand Prix,vettel,3,37,21.603
2016,5,Spanish Grand Prix,grosjean,3,37,34.832
2016,5,Spanish Grand Prix,sainz,2,38,22.937
2016,5,Spanish Grand Prix,bottas,2,39,22.443
2016,5,Spanish Grand Prix,alonso,2,39,22.987
2016,5,Spanish Grand Prix,ericsson,3,40,22.897
2016,5,Spanish Grand Prix,massa,3,41,21.831
2016,5,Spanish Grand Prix,ricciardo,3,43,21.683
2016,5,Spanish Grand Prix,haryanto,2,48,26.186
2016,5,Spanish Grand Prix,kvyat,3,51,22.769
2016,5,Spanish Grand Prix,kevin_magnussen,3,55,22.122
2016,5,Spanish Grand Prix,ricciardo,4,65,23.133
2016,6,Monaco Grand Prix,kvyat,1,1,
2016,6,Monaco Grand Prix,kvyat,2,2,19.918
2016,6,Monaco Grand Prix,kevin_magnussen,1,7,25.583
2016,6,Monaco Grand Prix,button,1,8,25.766
2016,6,Monaco Grand Prix,nasr,1,8,28.242
2016,6,Monaco Grand Prix,kvyat,3,7,27.698
2016,6,Monaco Grand Prix,ericsson,1,11,27.176
2016,6,Monaco Grand Prix,haryanto,1,11,29.117
2016,6,Monaco Grand Prix,max_verstappen,1,12,25.604
2016,6,Monaco Grand Prix,vettel,1,13,25.114
2016,6,Monaco Grand Prix,alonso,1,14,25.512
2016,6,Monaco Grand Prix,hulkenberg,1,15,25.215
2016,6,Monaco Grand Prix,bottas,1,15,27.364
2016,6,Monaco Grand Prix,grosjean,1,15,33.49
2016,6,Monaco Grand Prix,gutierrez,1,16,26.044
2016,6,Monaco Grand Prix,rosberg,1,20,26.698
2016,6,Monaco Grand Prix,massa,1,20,24.934
2016,6,Monaco Grand Prix,sainz,1,21,27.738
2016,6,Monaco Grand Prix,perez,1,21,25.714
2016,6,Monaco Grand Prix,kevin_magnussen,2,21,38.811
2016,6,Monaco Grand Prix,ricciardo,1,23,25.054
2016,6,Monaco Grand Prix,ericsson,2,29,26.435
2016,6,Monaco Grand Prix,perez,2,30,25.608
2016,6,Monaco Grand Prix,button,2,30,25.45
2016,6,Monaco Grand Prix,kevin_magnussen,3,29,25.879
2016,6,Monaco Grand Prix,bottas,2,30,25.478
2016,6,Monaco Grand Prix,grosjean,2,30,25.111
2016,6,Monaco Grand Prix,hamilton,1,31,26.315
2016,6,Monaco Grand Prix,rosberg,2,31,27.68
2016,6,Monaco Grand Prix,vettel,2,31,25.561
2016,6,Monaco Grand Prix,hulkenberg,2,31,27.064
2016,6,Monaco Grand Prix,sainz,2,31,28.112
2016,6,Monaco Grand Prix,max_verstappen,2,31,25.459
2016,6,Monaco Grand Prix,wehrlein,1,31,26.517
2016,6,Monaco Grand Prix,ricciardo,2,32,35.327
2016,6,Monaco Grand Prix,alonso,2,32,26.836
2016,6,Monaco Grand Prix,gutierrez,2,32,27.407
2016,6,Monaco Grand Prix,massa,2,32,25.182
2016,6,Monaco Grand Prix,nasr,2,32,27.166
2016,6,Monaco Grand Prix,kevin_magnussen,4,32,31.241
2016,6,Monaco Grand Prix,haryanto,2,34,27.38
2016,6,Monaco Grand Prix,haryanto,3,47,26.292
2016,6,Monaco Grand Prix,nasr,3,48,45.7
2016,6,Monaco Grand Prix,bottas,3,49,24.673
2016,6,Monaco Grand Prix,ericsson,3,49,33.342
2016,7,Canadian Grand Prix,nasr,1,9,23.987
2016,7,Canadian Grand Prix,vettel,1,11,22.597
2016,7,Canadian Grand Prix,raikkonen,1,11,22.82
2016,7,Canadian Grand Prix,wehrlein,1,11,24.784
2016,7,Canadian Grand Prix,sainz,1,13,23.517
2016,7,Canadian Grand Prix,gutierrez,1,13,23.412
2016,7,Canadian Grand Prix,ericsson,1,14,22.957
2016,7,Canadian Grand Prix,haryanto,1,15,29.732
2016,7,Canadian Grand Prix,alonso,1,17,27.952
2016,7,Canadian Grand Prix,grosjean,1,17,23.68
2016,7,Canadian Grand Prix,kvyat,1,17,
2016,7,Canadian Grand Prix,max_verstappen,1,20,23.586
2016,7,Canadian Grand Prix,ricciardo,1,21,22.872
2016,7,Canadian Grand Prix,rosberg,1,21,22.466
2016,7,Canadian Grand Prix,hulkenberg,1,21,22.876
2016,7,Canadian Grand Prix,massa,1,22,22.925
2016,7,Canadian Grand Prix,bottas,1,23,22.184
2016,7,Canadian Grand Prix,hamilton,1,24,22.243
2016,7,Canadian Grand Prix,perez,1,30,22.556
2016,7,Canadian Grand Prix,raikkonen,2,33,23.263
2016,7,Canadian Grand Prix,nasr,2,35,23.608
2016,7,Canadian Grand Prix,vettel,2,37,22.361
2016,7,Canadian Grand Prix,ricciardo,2,38,24.018
2016,7,Canadian Grand Prix,wehrlein,2,38,24.516
2016,7,Canadian Grand Prix,grosjean,2,39,23.055
2016,7,Canadian Grand Prix,ericsson,2,39,23.299
2016,7,Canadian Grand Prix,kevin_magnussen,1,39,23.162
2016,7,Canadian Grand Prix,gutierrez,2,41,23.928
2016,7,Canadian Grand Prix,kvyat,2,44,22.627
2016,7,Canadian Grand Prix,haryanto,2,44,25.069
2016,7,Canadian Grand Prix,max_verstappen,2,46,22.909
2016,7,Canadian Grand Prix,perez,2,46,24.757
2016,7,Canadian Grand Prix,grosjean,3,46,32.114
2016,7,Canadian Grand Prix,sainz,2,48,24.445
2016,7,Canadian Grand Prix,rosberg,2,51,22.728
2016,7,Canadian Grand Prix,hulkenberg,2,51,23.111
2016,8,European Grand Prix,haryanto,1,1,33.405
2016,8,European Grand Prix,sainz,1,4,22.028
2016,8,European Grand Prix,max_verstappen,1,5,20.069
2016,8,European Grand Prix,alonso,1,5,20.282
2016,8,European Grand Prix,kvyat,1,5,24.802
2016,8,European Grand Prix,ricciardo,1,6,19.84
2016,8,European Grand Prix,button,1,6,20.185
2016,8,European Grand Prix,kevin_magnussen,1,6,20.772
2016,8,European Grand Prix,massa,1,7,19.445
2016,8,European Grand Prix,nasr,1,7,20.67
2016,8,European Grand Prix,raikkonen,1,8,20.593
2016,8,European Grand Prix,gutierrez,1,8,29.227
2016,8,European Grand Prix,grosjean,1,10,21.132
2016,8,European Grand Prix,jolyon_palmer,1,11,20.965
2016,8,European Grand Prix,hamilton,1,15,20.108
2016,8,European Grand Prix,perez,1,16,20.614
2016,8,European Grand Prix,ericsson,1,16,21.083
2016,8,European Grand Prix,bottas,1,19,19.732
2016,8,European Grand Prix,vettel,1,20,20.422
2016,8,European Grand Prix,hulkenberg,1,20,20.347
2016,8,European Grand Prix,max_verstappen,2,20,22.497
2016,8,European Grand Prix,rosberg,1,21,20.058
2016,8,European Grand Prix,ricciardo,2,22,20.155
2016,8,European Grand Prix,alonso,2,24,20.654
2016,8,European Grand Prix,nasr,2,24,20.713
2016,8,European Grand Prix,button,2,25,20.64
2016,8,European Grand Prix,ericsson,2,25,20.559
2016,8,European Grand Prix,grosjean,2,26,23.588
2016,8,European Grand Prix,sainz,2,27,21.03
2016,8,European Grand Prix,massa,2,28,19.858
2016,8,European Grand Prix,wehrlein,1,29,26.187
2016,8,European Grand Prix,gutierrez,2,29,21.533
2016,8,European Grand Prix,jolyon_palmer,2,31,20.561
2016,9,Austrian Grand Prix,hulkenberg,1,8,22.601
2016,9,Austrian Grand Prix,alonso,1,8,21.924
2016,9,Austrian Grand Prix,button,1,9,22.859
2016,9,Austrian Grand Prix,bottas,1,9,21.047
2016,9,Austrian Grand Prix,sainz,1,9,22.605
2016,9,Austrian Grand Prix,perez,1,9,21.883
2016,9,Austrian Grand Prix,rosberg,1,10,21.89
2016,9,Austrian Grand Prix,kevin_magnussen,1,11,22.033
2016,9,Austrian Grand Prix,jolyon_palmer,1,12,21.745
2016,9,Austrian Grand Prix,massa,1,12,21.097
2016,9,Austrian Grand Prix,ericsson,1,12,22.98
2016,9,Austrian Grand Prix,wehrlein,1,13,22.613
2016,9,Austrian Grand Prix,ricciardo,1,14,21.183
2016,9,Austrian Grand Prix,max_verstappen,1,15,21.945
2016,9,Austrian Grand Prix,hamilton,1,21,22.918
2016,9,Austrian Grand Prix,gutierrez,1,21,22.053
2016,9,Austrian Grand Prix,raikkonen,1,22,21.916
2016,9,Austrian Grand Prix,wehrlein,2,23,23.738
2016,9,Austrian Grand Prix,hulkenberg,2,24,21.58
2016,9,Austrian Grand Prix,button,2,26,22.035
2016,9,Austrian Grand Prix,grosjean,1,26,22.662
2016,9,Austrian Grand Prix,alonso,2,26,22.879
2016,9,Austrian Grand Prix,perez,2,26,21.412
2016,9,Austrian Grand Prix,haryanto,1,27,23.326
2016,9,Austrian Grand Prix,rosberg,2,28,17.959
2016,9,Austrian Grand Prix,wehrlein,3,27,18.064
2016,9,Austrian Grand Prix,hamilton,2,28,16.983
2016,9,Austrian Grand Prix,max_verstappen,2,28,17.165
2016,9,Austrian Grand Prix,ricciardo,2,28,19.408
2016,9,Austrian Grand Prix,raikkonen,2,28,21.206
2016,9,Austrian Grand Prix,bottas,2,28,20.876
2016,9,Austrian Grand Prix,nasr,1,28,20.929
2016,9,Austrian Grand Prix,sainz,2,28,33.462
2016,9,Austrian Grand Prix,button,3,28,18.307
2016,9,Austrian Grand Prix,grosjean,2,28,18.86
2016,9,Austrian Grand Prix,kevin_magnussen,2,28,17.721
2016,9,Austrian Grand Prix,massa,2,28,17.388
2016,9,Austrian Grand Prix,jolyon_palmer,2,28,16.851
2016,9,Austrian Grand Prix,alonso,3,28,16.764
2016,9,Austrian Grand Prix,perez,3,28,16.544
2016,9,Austrian Grand Prix,ericsson,2,28,16.419
2016,9,Austrian Grand Prix,hulkenberg,3,28,16.227
2016,9,Austrian Grand Prix,gutierrez,2,28,16.475
2016,9,Austrian Grand Prix,haryanto,2,28,16.218
2016,9,Austrian Grand Prix,rosberg,3,29,18.22
2016,9,Austrian Grand Prix,wehrlein,4,28,18.342
2016,9,Austrian Grand Prix,hamilton,3,29,18.716
2016,9,Austrian Grand Prix,max_verstappen,3,29,18.455
2016,9,Austrian Grand Prix,ricciardo,3,29,18.347
2016,9,Austrian Grand Prix,raikkonen,3,29,18.455
2016,9,Austrian Grand Prix,bottas,3,29,17.8
2016,9,Austrian Grand Prix,nasr,2,29,17.739
2016,9,Austrian Grand Prix,button,4,29,18.964
2016,9,Austrian Grand Prix,grosjean,3,29,19.554
2016,9,Austrian Grand Prix,kevin_magnussen,3,29,19.611
2016,9,Austrian Grand Prix,massa,3,29,19.015
2016,9,Austrian Grand Prix,jolyon_palmer,3,29,18.382
2016,9,Austrian Grand Prix,alonso,4,29,18.194
2016,9,Austrian Grand Prix,perez,4,29,17.97
2016,9,Austrian Grand Prix,ericsson,3,29,19.041
2016,9,Austrian Grand Prix,hulkenberg,4,29,19.028
2016,9,Austrian Grand Prix,sainz,3,29,18.636
2016,9,Austrian Grand Prix,gutierrez,3,29,18.308
2016,9,Austrian Grand Prix,haryanto,3,29,17.828
2016,9,Austrian Grand Prix,gutierrez,4,41,21.921
2016,9,Austrian Grand Prix,nasr,3,43,22.707
2016,9,Austrian Grand Prix,kevin_magnussen,4,49,27.119
2016,9,Austrian Grand Prix,hulkenberg,5,50,27.834
2016,9,Austrian Grand Prix,jolyon_palmer,4,50,22.728
2016,9,Austrian Grand Prix,ericsson,4,50,24.326
2016,9,Austrian Grand Prix,haryanto,4,50,25.234
2016,9,Austrian Grand Prix,bottas,4,51,21.639
2016,9,Austrian Grand Prix,hamilton,4,54,22.109
2016,9,Austrian Grand Prix,rosberg,4,55,21.035
2016,9,Austrian Grand Prix,massa,4,56,21.231
2016,9,Austrian Grand Prix,ricciardo,4,60,22.284
2016,10,British Grand Prix,raikkonen,1,5,29.578
2016,10,British Grand Prix,bottas,1,5,29.808
2016,10,British Grand Prix,hulkenberg,1,5,30.747
2016,10,British Grand Prix,sainz,1,5,30.786
2016,10,British Grand Prix,alonso,1,5,32.374
2016,10,British Grand Prix,vettel,1,5,31.381
2016,10,British Grand Prix,grosjean,1,5,31.632
2016,10,British Grand Prix,gutierrez,1,5,41.508
2016,10,British Grand Prix,kevin_magnussen,1,5,30.804
2016,10,British Grand Prix,wehrlein,1,5,31.812
2016,10,British Grand Prix,ricciardo,1,6,30.198
2016,10,British Grand Prix,massa,1,6,29.243
2016,10,British Grand Prix,kvyat,1,6,30.315
2016,10,British Grand Prix,button,1,6,30.093
2016,10,British Grand Prix,jolyon_palmer,1,6,29.784
2016,10,British Grand Prix,haryanto,1,6,29.998
2016,10,British Grand Prix,hamilton,1,7,30.343
2016,10,British Grand Prix,rosberg,1,7,29.395
2016,10,British Grand Prix,max_verstappen,1,7,31.995
2016,10,British Grand Prix,perez,1,7,29.475
2016,10,British Grand Prix,nasr,1,7,30.981
2016,10,British Grand Prix,ericsson,1,7,35.393
2016,10,British Grand Prix,ericsson,2,10,
2016,10,British Grand Prix,vettel,2,15,29.163
2016,10,British Grand Prix,raikkonen,2,16,30.462
2016,10,British Grand Prix,massa,2,16,29.403
2016,10,British Grand Prix,kvyat,2,16,30.327
2016,10,British Grand Prix,bottas,2,16,29.282
2016,10,British Grand Prix,nasr,2,16,30.143
2016,10,British Grand Prix,grosjean,2,16,30.882
2016,10,British Grand Prix,jolyon_palmer,2,16,55.697
2016,10,British Grand Prix,hamilton,2,17,28.728
2016,10,British Grand Prix,rosberg,2,17,29.715
2016,10,British Grand Prix,perez,2,17,28.915
2016,10,British Grand Prix,ricciardo,2,17,29.813
2016,10,British Grand Prix,sainz,2,17,29.895
2016,10,British Grand Prix,hulkenberg,2,17,29.867
2016,10,British Grand Prix,alonso,2,17,28.799
2016,10,British Grand Prix,button,2,17,29.588
2016,10,British Grand Prix,kevin_magnussen,2,17,29.201
2016,10,British Grand Prix,gutierrez,2,17,29.884
2016,10,British Grand Prix,haryanto,2,17,30.135
2016,10,British Grand Prix,max_verstappen,2,18,29.429
2016,10,British Grand Prix,jolyon_palmer,3,19,41.486
2016,10,British Grand Prix,massa,3,38,29.346
2016,10,British Grand Prix,alonso,3,39,28.936
2016,10,British Grand Prix,kevin_magnussen,3,40,28.45
2016,11,Hungarian Grand Prix,button,1,7,22.229
2016,11,Hungarian Grand Prix,wehrlein,1,9,23.486
2016,11,Hungarian Grand Prix,button,2,10,16.486
2016,11,Hungarian Grand Prix,nasr,1,11,22.778
2016,11,Hungarian Grand Prix,vettel,1,14,21.64
2016,11,Hungarian Grand Prix,hulkenberg,1,14,22.014
2016,11,Hungarian Grand Prix,grosjean,1,14,22.427
2016,11,Hungarian Grand Prix,ricciardo,1,15,22.241
2016,11,Hungarian Grand Prix,alonso,1,15,22.099
2016,11,Hungarian Grand Prix,gutierrez,1,15,22.828
2016,11,Hungarian Grand Prix,hamilton,1,16,21.441
2016,11,Hungarian Grand Prix,max_verstappen,1,16,22.389
2016,11,Hungarian Grand Prix,sainz,1,16,22.96
2016,11,Hungarian Grand Prix,bottas,1,16,21.704
